title,label
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
2017,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
a conservative patent lawyer in washington dc who has represented us inventor those dynamics are definitely playing into the increasing willingness of conservatives to speak up about patents,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
with the euro eur up 048 percent to 11649,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
2017,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
politicsnews,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
2017,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
injuring 30 people,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
politicsnews,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
politicsnews,1
nan,1
nan,1
nan,1
nan,1
october 13,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
2017,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
politicsnews,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
september 22,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
september 21,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
september 19,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
bond said at the time none of those countries are facing visa sanctions,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
2017,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
politicsnews,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
politicsnews,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
2017,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
politicsnews,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
the executive said what can you do,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
august 8,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
2017,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
2017,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
politicsnews,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
politicsnews,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
